"ID","OBJECTID","PSPU_ID","ProvinceID","ProvinceNa","ProjectID","ProjectNam","EcoBoundar","EcoBound_1","AdminBound","AdminBou_1","NFCMARS_Ad","Reconcilia","SPUGROUPID","ManagedFor","Shape_Leng","Shape_Area"
1,1,0,1,"Newfoundland",0,NA,17,"Boreal Shield East",19,"Gros Morne National Park of Canada","Gros Morne National Park of Canada",1,0,"Managed Forest",412673.718732,1788365552.23
2,2,0,2,"Labrador",116,"UF",1,"Arctic Cordillera",8,"Non Managed Forest","Non Managed Forest",2,0,"Non Managed Forest",2966290.25621,9261211777.72
3,3,0,2,"Labrador",116,"UF",1,"Arctic Cordillera",9,"Torngat Mountains National Park Reserve of Canada","Torngat Mountains National Park Reserve of Canada",2,0,"Non Managed Forest",1993712.34224,9459273247.86
4,4,0,2,"Labrador",116,"UF",16,"Taiga Shield East",2,"19b","19b",3,0,"Non Managed Forest",1511703.56585,26214045055.3
5,5,0,2,"Labrador",116,"UF",16,"Taiga Shield East",3,"19c","19c",3,0,"Non Managed Forest",1104931.47877,19540302889.5
6,6,0,2,"Labrador",116,"UF",16,"Taiga Shield East",6,"22","22",3,0,"Non Managed Forest",2350380.10649,78858162310.2
7,7,0,2,"Labrador",116,"UF",16,"Taiga Shield East",7,"23","23",3,0,"Non Managed Forest",2346762.87373,19923975191.6
8,8,0,2,"Labrador",116,"UF",16,"Taiga Shield East",8,"Non Managed Forest","Non Managed Forest",3,0,"Non Managed Forest",6185474.72565,58940871714.4
9,9,0,2,"Labrador",116,"UF",17,"Boreal Shield East",2,"19b","19b",4,0,"Non Managed Forest",858466.897343,3481569578.71
10,10,0,2,"Labrador",116,"UF",17,"Boreal Shield East",3,"19c","19c",4,0,"Non Managed Forest",484924.341145,1530910343.95
11,11,0,2,"Labrador",116,"UF",17,"Boreal Shield East",6,"22","22",4,0,"Non Managed Forest",729987.748386,2072878170.33
12,12,0,2,"Labrador",116,"UF",17,"Boreal Shield East",7,"23","23",4,0,"Non Managed Forest",1660738.79228,8079759521.89
13,13,0,6,"Quebec",116,"UF",1,"Arctic Cordillera",129,"Non Managed Forest","Non Managed Forest",8,0,"Non Managed Forest",1805925.01084,13562049508.5
14,14,0,6,"Quebec",116,"UF",2,"Northern Arctic",129,"Non Managed Forest","Non Managed Forest",9,0,"Non Managed Forest",1723006.27811,36689581787.4
15,15,0,6,"Quebec",116,"UF",3,"Southern Arctic",129,"Non Managed Forest","Non Managed Forest",10,0,"Non Managed Forest",4194258.6745,154323427347
16,16,0,6,"Quebec",116,"UF",7,"Atlantic Maritime",129,"Non Managed Forest","Non Managed Forest",11,0,"Non Managed Forest",338232.533812,231942263.529
17,17,0,6,"Quebec",116,"UF",15,"Hudson Plains",129,"Non Managed Forest","Non Managed Forest",13,0,"Non Managed Forest",1753133.59855,37299747378.5
18,18,0,6,"Quebec",116,"UF",16,"Taiga Shield East",129,"Non Managed Forest","Non Managed Forest",14,0,"Non Managed Forest",9974014.95023,528856435522
19,19,0,6,"Quebec",116,"UF",17,"Boreal Shield East",129,"Non Managed Forest","Non Managed Forest",15,0,"Non Managed Forest",10126983.9181,199725816435
20,20,0,7,"Ontario",116,"UF",6,"Boreal Shield West",51,"Non Managed Forest","Non Managed Forest",16,0,"Non Managed Forest",2144969.56797,151126432005
21,21,0,7,"Ontario",116,"UF",15,"Hudson Plains",51,"Non Managed Forest","Non Managed Forest",18,0,"Non Managed Forest",3324478.11068,256900680262
22,22,0,7,"Ontario",116,"UF",17,"Boreal Shield East",51,"Non Managed Forest","Non Managed Forest",16,0,"Non Managed Forest",299402.887343,2193972379.95
23,23,0,8,"Manitoba",116,"UF",3,"Southern Arctic",50,"Non Managed Forest","Non Managed Forest",20,0,"Non Managed Forest",458043.626205,1405653902.11
24,24,0,8,"Manitoba",116,"UF",5,"Taiga Shield West",50,"Non Managed Forest","Non Managed Forest",21,0,"Non Managed Forest",1988364.32435,130749892222
25,25,0,8,"Manitoba",116,"UF",6,"Boreal Shield West",50,"Non Managed Forest","Non Managed Forest",22,0,"Non Managed Forest",2979885.06309,123232661623
26,26,0,8,"Manitoba",116,"UF",15,"Hudson Plains",50,"Non Managed Forest","Non Managed Forest",25,0,"Non Managed Forest",2036954.65723,59660905045.7
27,27,0,8,"Manitoba",116,"UF",15,"Hudson Plains",52,"Wapusk National Park of Canada","Wapusk National Park of Canada",25,0,"Non Managed Forest",539303.826804,10652852926.1
28,28,0,9,"Saskatchewan",116,"UF",5,"Taiga Shield West",21,"Non Managed Forest","Non Managed Forest",26,0,"Non Managed Forest",1742770.1942,49494352823.9
29,29,0,9,"Saskatchewan",116,"UF",6,"Boreal Shield West",21,"Non Managed Forest","Non Managed Forest",27,0,"Non Managed Forest",1914820.96013,97276060847.8
30,30,0,9,"Saskatchewan",116,"UF",9,"Boreal Plains",21,"Non Managed Forest","Non Managed Forest",28,0,"Non Managed Forest",263187.975196,1921380068.09
31,31,0,12,"Yukon",116,"UF",3,"Southern Arctic",0,"Non Managed Forest","Non Managed Forest",43,0,"Non Managed Forest",474346.237825,2430134446.06
32,32,0,12,"Yukon",116,"UF",3,"Southern Arctic",10,"Ivvavik National Park of Canada","Ivvavik National Park of Canada",43,0,"Non Managed Forest",483600.283336,2438960257.54
33,33,0,12,"Yukon",116,"UF",4,"Taiga Plains",0,"Non Managed Forest","Non Managed Forest",44,0,"Non Managed Forest",1165859.41234,17691279770.4
34,34,0,12,"Yukon",116,"UF",11,"Taiga Cordillera",0,"Non Managed Forest","Non Managed Forest",45,0,"Non Managed Forest",3456203.53838,140721672652
35,35,0,12,"Yukon",116,"UF",11,"Taiga Cordillera",9,"Vuntut National Park of Canada","Vuntut National Park of Canada",45,0,"Non Managed Forest",600194.856304,4441439862.34
36,36,0,12,"Yukon",116,"UF",11,"Taiga Cordillera",10,"Ivvavik National Park of Canada","Ivvavik National Park of Canada",45,0,"Non Managed Forest",443075.457845,7268844419.99
37,37,0,12,"Yukon",116,"UF",12,"Boreal Cordillera",0,"Non Managed Forest","Non Managed Forest",46,0,"Non Managed Forest",5393366.36988,88772812601.5
38,38,0,13,"Northwest Territories",116,"UF",2,"Northern Arctic",3,"Aulavik National Park of Canada","Aulavik National Park of Canada",48,0,"Non Managed Forest",678990.546937,12090448329.4
39,39,0,13,"Northwest Territories",116,"UF",2,"Northern Arctic",20,"Non Managed Forest","Non Managed Forest",48,0,"Non Managed Forest",11853276.4541,199307821820
40,40,0,13,"Northwest Territories",116,"UF",3,"Southern Arctic",20,"Non Managed Forest","Non Managed Forest",49,0,"Non Managed Forest",7725483.73822,166870502726
41,41,0,13,"Northwest Territories",116,"UF",3,"Southern Arctic",24,"Tuktut Nogait National Park of Canada","Tuktut Nogait National Park of Canada",49,0,"Non Managed Forest",649650.634067,18837507810
42,42,0,13,"Northwest Territories",116,"UF",4,"Taiga Plains",1,"Non Managed Forest","Non Managed Forest",50,0,"Non Managed Forest",80515.1586301,96976915.5391
43,43,0,13,"Northwest Territories",116,"UF",4,"Taiga Plains",20,"Non Managed Forest","Non Managed Forest",50,0,"Non Managed Forest",14506771.6417,272820604778
44,44,0,13,"Northwest Territories",116,"UF",5,"Taiga Shield West",20,"Non Managed Forest","Non Managed Forest",51,0,"Non Managed Forest",6438005.13156,279853470793
45,45,0,13,"Northwest Territories",116,"UF",9,"Boreal Plains",20,"Non Managed Forest","Non Managed Forest",52,0,"Non Managed Forest",167759.195863,676218420.76
46,46,0,13,"Northwest Territories",116,"UF",11,"Taiga Cordillera",20,"Non Managed Forest","Non Managed Forest",53,0,"Non Managed Forest",3041964.95053,78269354872.7
47,47,0,13,"Northwest Territories",116,"UF",12,"Boreal Cordillera",20,"Non Managed Forest","Non Managed Forest",54,0,"Non Managed Forest",671914.808193,2737307145.36
48,48,0,14,"Nunavut",116,"UF",1,"Arctic Cordillera",1,"Non Managed Forest","Non Managed Forest",55,0,"Non Managed Forest",20597173.2641,171184471914
49,49,0,14,"Nunavut",116,"UF",1,"Arctic Cordillera",4,"Torngat Mountains National Park Reserve of Canada","Torngat Mountains National Park Reserve of Canada",55,0,"Non Managed Forest",21820.0470332,5881558.69743
50,50,0,14,"Nunavut",116,"UF",1,"Arctic Cordillera",5,"Auyuittuq National Park of Canada","Auyuittuq National Park of Canada",55,0,"Non Managed Forest",1709474.60034,17618131230.1
51,51,0,14,"Nunavut",116,"UF",1,"Arctic Cordillera",6,"Sirmilik National Park of Canada","Sirmilik National Park of Canada",55,0,"Non Managed Forest",960264.053728,9718331417.19
52,52,0,14,"Nunavut",116,"UF",1,"Arctic Cordillera",8,"Quttinirpaaq National Park of Canada","Quttinirpaaq National Park of Canada",55,0,"Non Managed Forest",1265089.03224,13754472612.9
53,53,0,14,"Nunavut",116,"UF",2,"Northern Arctic",1,"Non Managed Forest","Non Managed Forest",56,0,"Non Managed Forest",92904713.3856,1220955636080
54,54,0,14,"Nunavut",116,"UF",2,"Northern Arctic",5,"Auyuittuq National Park of Canada","Auyuittuq National Park of Canada",56,0,"Non Managed Forest",363006.626065,1004011217.13
55,55,0,14,"Nunavut",116,"UF",2,"Northern Arctic",6,"Sirmilik National Park of Canada","Sirmilik National Park of Canada",56,0,"Non Managed Forest",1580816.98511,12258823978.8
56,56,0,14,"Nunavut",116,"UF",2,"Northern Arctic",7,"Ukkusiksalik National Park of Canada","Ukkusiksalik National Park of Canada",56,0,"Non Managed Forest",1585376.4852,17527799118.7
57,57,0,14,"Nunavut",116,"UF",2,"Northern Arctic",8,"Quttinirpaaq National Park of Canada","Quttinirpaaq National Park of Canada",56,0,"Non Managed Forest",2267534.83841,21460575764.9
58,58,0,14,"Nunavut",116,"UF",3,"Southern Arctic",1,"Non Managed Forest","Non Managed Forest",57,0,"Non Managed Forest",22521492.9857,505912359655
59,59,0,14,"Nunavut",116,"UF",3,"Southern Arctic",3,"Tuktut Nogait National Park of Canada","Tuktut Nogait National Park of Canada",57,0,"Non Managed Forest",436427.131235,35219933.9223
60,60,0,14,"Nunavut",116,"UF",5,"Taiga Shield West",1,"Non Managed Forest","Non Managed Forest",58,0,"Non Managed Forest",2176081.78965,103406740673
61,61,0,14,"Nunavut",116,"UF",15,"Hudson Plains",1,"Non Managed Forest","Non Managed Forest",59,0,"Non Managed Forest",805444.441132,3687031546.25
62,62,0,14,"Nunavut",116,"UF",15,"Hudson Plains",2,"Wapusk National Park of Canada","Wapusk National Park of Canada",59,0,"Non Managed Forest",14022.7905369,2468049.05459
63,63,0,14,"Nunavut",116,"UF",16,"Taiga Shield East",1,"Non Managed Forest","Non Managed Forest",60,0,"Non Managed Forest",1398940.04398,686829974.402
64,64,10001,1,"Newfoundland",1,"NF",17,"Boreal Shield East",1,"1","- District 1",1,95,"Managed Forest",1500146.91682,9647081467.1
65,65,10002,1,"Newfoundland",1,"NF",17,"Boreal Shield East",10,"10","- District 10",1,96,"Managed Forest",215425.607044,1941316729.51
66,66,10003,1,"Newfoundland",1,"NF",17,"Boreal Shield East",11,"11","- District 11",1,97,"Managed Forest",284887.10633,2990375680
67,67,10004,1,"Newfoundland",1,"NF",17,"Boreal Shield East",12,"12","- District 12",1,98,"Managed Forest",480895.45391,4857275654.03
68,68,10005,1,"Newfoundland",1,"NF",17,"Boreal Shield East",13,"13","- District 13",1,99,"Managed Forest",314270.313796,2592855875.85
69,69,10006,1,"Newfoundland",1,"NF",17,"Boreal Shield East",14,"14","- District 14",1,100,"Managed Forest",1582219.91022,15142498537.7
70,70,10007,1,"Newfoundland",1,"NF",17,"Boreal Shield East",15,"15","- District 15",1,101,"Managed Forest",769750.063976,5720120601.69
71,71,10008,1,"Newfoundland",1,"NF",17,"Boreal Shield East",16,"16","- District 16",1,102,"Managed Forest",657704.142439,6746023696.26
72,72,10009,1,"Newfoundland",1,"NF",17,"Boreal Shield East",17,"17","- District 17",1,103,"Managed Forest",971320.938462,6529711542.61
73,73,10010,1,"Newfoundland",1,"NF",17,"Boreal Shield East",18,"18","- District 18",1,104,"Managed Forest",1137583.83288,6105769255.4
74,74,10011,1,"Newfoundland",1,"NF",17,"Boreal Shield East",2,"2","- District 2",1,105,"Managed Forest",1139881.54487,4974692895.97
75,75,10012,1,"Newfoundland",1,"NF",17,"Boreal Shield East",3,"3","- Parks Etc",1,106,"Managed Forest",1371285.2049,6796904294.64
76,76,10013,1,"Newfoundland",1,"NF",17,"Boreal Shield East",4,"4","- District 04",1,107,"Managed Forest",354129.468666,3016265983.62
77,77,10014,1,"Newfoundland",1,"NF",17,"Boreal Shield East",5,"5","- District 5",1,108,"Managed Forest",1286932.47448,5866871849.1
78,78,10015,1,"Newfoundland",1,"NF",17,"Boreal Shield East",6,"6","- District 6",1,109,"Managed Forest",517738.347746,4516661861.03
79,79,10016,1,"Newfoundland",1,"NF",17,"Boreal Shield East",7,"7","District 7",1,110,"Managed Forest",1717960.36098,12255389226.4
80,80,10017,1,"Newfoundland",1,"NF",17,"Boreal Shield East",8,"8","District 8",1,111,"Managed Forest",1432297.85085,2825307575.56
81,81,10018,1,"Newfoundland",1,"NF",17,"Boreal Shield East",9,"9","District 9",1,112,"Managed Forest",1139790.68194,6282410167.68
82,82,20003,2,"Labrador",2,"LB",17,"Boreal Shield East",1,"19","district 19a",4,2,"Managed Forest",1485589.61695,9266138390.14
83,83,20006,2,"Labrador",2,"LB",17,"Boreal Shield East",4,"20","district 20",4,4,"Managed Forest",1187210.62336,12200857594.5
84,84,20007,2,"Labrador",2,"LB",17,"Boreal Shield East",5,"21","district 21",4,6,"Managed Forest",1268949.88297,13231875571.7
85,85,20010,2,"Labrador",2,"LB",16,"Taiga Shield East",1,"19","district 19a",3,1,"Managed Forest",957239.98748,11341081558.9
86,86,20013,2,"Labrador",2,"LB",16,"Taiga Shield East",4,"20","district 20",3,3,"Managed Forest",1710390.00897,8643450511.7
87,87,20014,2,"Labrador",2,"LB",16,"Taiga Shield East",5,"21","district 21",3,5,"Managed Forest",1248417.22272,6326183711.55
88,88,30001,3,"Nova Scotia",3,"NS",7,"Atlantic Maritime",1,"Nova Scotia","Nova Scotia",5,1,"Managed Forest",6516449.8308,55640310389.3
89,89,40001,4,"Prince Edward Island",4,"PEI",7,"Atlantic Maritime",1,"Prince Edward Island","Prince Edward Island",6,1,"Managed Forest",1120743.48929,5931734938
90,90,50001,5,"New Brunswick",5,"NB",7,"Atlantic Maritime",3,"New Brunswick","New Brunswick",7,1,"Managed Forest",2728410.49759,73010033113.2
91,91,60002,6,"Quebec",64,"QCG",7,"Atlantic Maritime",1,"011-02","011-02",11,1250,"Managed Forest",42378.2971281,71508809.2441
92,92,60003,6,"Quebec",64,"QCG",7,"Atlantic Maritime",2,"011-04","011-04",11,1251,"Managed Forest",442390.440463,1215549682.89
93,93,60004,6,"Quebec",64,"QCG",7,"Atlantic Maritime",3,"011-05","011-05",11,1252,"Managed Forest",151808.648514,483587771.951
94,94,60005,6,"Quebec",64,"QCG",7,"Atlantic Maritime",4,"011-06","011-06",11,1253,"Managed Forest",154708.601764,358697732.136
95,95,60006,6,"Quebec",64,"QCG",7,"Atlantic Maritime",5,"011-21","011-21",11,1254,"Managed Forest",114565.840415,450518592.077
96,96,60007,6,"Quebec",64,"QCG",7,"Atlantic Maritime",6,"011-27","011-27",11,1255,"Managed Forest",260551.856409,830065808.626
97,97,60008,6,"Quebec",64,"QCG",7,"Atlantic Maritime",7,"012-01","012-01",11,1256,"Managed Forest",138896.336014,344879300.632
98,98,60009,6,"Quebec",64,"QCG",7,"Atlantic Maritime",8,"012-03","012-03",11,1257,"Managed Forest",88244.7579362,332164349.355
99,99,60010,6,"Quebec",64,"QCG",7,"Atlantic Maritime",9,"012-04","012-04",11,1258,"Managed Forest",166495.42597,986010382.553
100,100,60011,6,"Quebec",64,"QCG",7,"Atlantic Maritime",10,"012-05","012-05",11,1259,"Managed Forest",47160.7873872,86734591.6641
101,101,60012,6,"Quebec",64,"QCG",7,"Atlantic Maritime",11,"012-09","012-09",11,1260,"Managed Forest",67055.0529036,176833328.776
102,102,60013,6,"Quebec",64,"QCG",7,"Atlantic Maritime",12,"012-10","012-10",11,1261,"Managed Forest",146643.707418,515699284.482
103,103,60014,6,"Quebec",64,"QCG",7,"Atlantic Maritime",13,"012-12","012-12",11,1262,"Managed Forest",35534.912589,63742835.8065
104,104,60015,6,"Quebec",64,"QCG",7,"Atlantic Maritime",14,"012-20","012-20",11,1263,"Managed Forest",409524.158281,1624166198.52
105,105,60016,6,"Quebec",64,"QCG",7,"Atlantic Maritime",15,"012-40","012-40A",11,1264,"Managed Forest",717979.015068,3584593647.6
106,106,60017,6,"Quebec",64,"QCG",7,"Atlantic Maritime",43,"034-03","034-03",11,1265,"Managed Forest",192190.63697,279377510.157
107,107,60018,6,"Quebec",64,"QCG",7,"Atlantic Maritime",44,"034-04","034-04",11,1266,"Managed Forest",53534.0683707,72614410.2419
108,108,60019,6,"Quebec",64,"QCG",7,"Atlantic Maritime",46,"035-01","035-01",11,1267,"Managed Forest",544973.382977,1001051366.39
109,109,60020,6,"Quebec",64,"QCG",7,"Atlantic Maritime",56,"051-01","051-01",11,1268,"Managed Forest",52078.0568608,96581337.4358
110,110,60021,6,"Quebec",64,"QCG",7,"Atlantic Maritime",101,"111-02","111-02",11,1269,"Managed Forest",114230.961423,294177874.284
111,111,60022,6,"Quebec",64,"QCG",7,"Atlantic Maritime",102,"111-03","111-03",11,1270,"Managed Forest",218358.299523,818387109.151
112,112,60023,6,"Quebec",64,"QCG",7,"Atlantic Maritime",103,"111-10","111-10",11,1271,"Managed Forest",97141.7088863,243214799.317
113,113,60024,6,"Quebec",64,"QCG",7,"Atlantic Maritime",104,"111-11","111-11",11,1272,"Managed Forest",52425.1648488,134143187.476
114,114,60025,6,"Quebec",64,"QCG",7,"Atlantic Maritime",105,"111-25","111-25",11,1273,"Managed Forest",482581.952977,2042746372.99
115,115,60026,6,"Quebec",64,"QCG",7,"Atlantic Maritime",106,"111-27","111-27",11,1274,"Managed Forest",282394.965612,1450986288.94
116,116,60027,6,"Quebec",64,"QCG",7,"Atlantic Maritime",107,"111-28","111-28",11,1275,"Managed Forest",202906.264932,642830472.073
117,117,60028,6,"Quebec",64,"QCG",7,"Atlantic Maritime",108,"112-01","112-01",11,1276,"Managed Forest",547586.533132,4106404942.17
118,118,60029,6,"Quebec",64,"QCG",7,"Atlantic Maritime",109,"112-02","112-02",11,1277,"Managed Forest",70130.3185773,145731262.404
119,119,60030,6,"Quebec",64,"QCG",7,"Atlantic Maritime",110,"112-05","112-05",11,1278,"Managed Forest",31234.5859338,36276989.4084
120,120,60031,6,"Quebec",64,"QCG",7,"Atlantic Maritime",111,"112-20","112-20",11,1279,"Managed Forest",110951.058612,326640241.128
121,121,60032,6,"Quebec",64,"QCG",7,"Atlantic Maritime",112,"112-21","112-21",11,1280,"Managed Forest",211130.976223,854202933.143
122,122,60033,6,"Quebec",64,"QCG",7,"Atlantic Maritime",113,"112-22","112-22",11,1281,"Managed Forest",350044.818573,3031770657.84
123,123,60034,6,"Quebec",64,"QCG",7,"Atlantic Maritime",115,"Appalaches (12-2)","APPALACHES",11,1282,"Managed Forest",1141877.7583,6977742954.97
124,124,60035,6,"Quebec",64,"QCG",7,"Atlantic Maritime",116,"Bas-Saint-Laurent (01-1)","BAS ST-LAURENT",11,1283,"Managed Forest",2024301.43204,12415154430.2
125,125,60037,6,"Quebec",64,"QCG",7,"Atlantic Maritime",118,"Chaudière (12-1)","CHAUDIERES",11,1285,"Managed Forest",712555.267856,6874417103.84
126,126,60038,6,"Quebec",64,"QCG",7,"Atlantic Maritime",120,"Estrie (05-1)","ESTRIE",11,1286,"Managed Forest",635591.060342,10275425886.9
127,127,60040,6,"Quebec",64,"QCG",7,"Atlantic Maritime",122,"Gaspésie-les-îles (11-1)","GASPESIE",11,1288,"Managed Forest",1752955.277,5546061694.7
128,128,60044,6,"Quebec",66,"QCL",17,"Boreal Shield East",16,"021-01","021-01",15,1250,"Managed Forest",221079.315953,711016452.805
129,129,60045,6,"Quebec",66,"QCL",17,"Boreal Shield East",17,"021-02","021-02",15,1251,"Managed Forest",243080.636643,1144176682.12
130,130,60046,6,"Quebec",66,"QCL",17,"Boreal Shield East",18,"022-01","022-01",15,1252,"Managed Forest",418953.342358,2897022240
131,131,60047,6,"Quebec",66,"QCL",17,"Boreal Shield East",19,"022-02","022-02",15,1253,"Managed Forest",166047.69355,641822252.473
132,132,60048,6,"Quebec",66,"QCL",17,"Boreal Shield East",20,"022-03","022-03",15,1254,"Managed Forest",58955.0850115,171970250.482
133,133,60049,6,"Quebec",66,"QCL",17,"Boreal Shield East",21,"022-04","022-04",15,1255,"Managed Forest",103323.821338,288672538.472
134,134,60050,6,"Quebec",66,"QCL",17,"Boreal Shield East",22,"022-05","022-05",15,1256,"Managed Forest",144432.111677,247050710.702
135,135,60051,6,"Quebec",65,"QCR",17,"Boreal Shield East",23,"023-20","023-20",15,2010,"Managed Forest",928024.664036,6035370748.38
136,136,60052,6,"Quebec",65,"QCR",17,"Boreal Shield East",24,"023-21","023-21",15,2011,"Managed Forest",728423.752887,5968537079.07
137,137,60053,6,"Quebec",65,"QCR",17,"Boreal Shield East",25,"024-01","024-01",15,2012,"Managed Forest",1047125.74911,11331854420.3
138,138,60054,6,"Quebec",65,"QCR",17,"Boreal Shield East",26,"024-02","024-02",15,2013,"Managed Forest",203851.772369,835961186.236
139,139,60055,6,"Quebec",65,"QCR",17,"Boreal Shield East",27,"024-03","024-03",15,2014,"Managed Forest",917911.313899,11366150820.4
140,140,60056,6,"Quebec",65,"QCR",17,"Boreal Shield East",28,"025-01","025-01",15,2015,"Managed Forest",164559.248982,636248560.281
141,141,60057,6,"Quebec",65,"QCR",17,"Boreal Shield East",29,"025-02","025-02",15,2016,"Managed Forest",399118.711758,2121140621.26
142,142,60058,6,"Quebec",65,"QCR",17,"Boreal Shield East",30,"025-03","025-03",15,2017,"Managed Forest",1801352.95947,22561563560.5
143,143,60059,6,"Quebec",65,"QCR",17,"Boreal Shield East",31,"026-04","026-04",15,2018,"Managed Forest",334069.383013,2681692406.48
144,144,60060,6,"Quebec",65,"QCR",17,"Boreal Shield East",32,"026-05","026-05",15,2019,"Managed Forest",1275166.32997,12833868420.1
145,145,60061,6,"Quebec",65,"QCR",17,"Boreal Shield East",33,"026-06","026-06",15,2020,"Managed Forest",307800.080961,1600062088.15
146,146,60062,6,"Quebec",65,"QCR",17,"Boreal Shield East",34,"026-20","026-20",15,2021,"Managed Forest",1027137.99693,17300068271.5
147,147,60063,6,"Quebec",65,"QCR",17,"Boreal Shield East",35,"027-01","027-01",15,2022,"Managed Forest",102399.994347,294885077.383
148,148,60064,6,"Quebec",65,"QCR",17,"Boreal Shield East",36,"027-02","027-02",15,2023,"Managed Forest",881620.412136,12521546633.9
149,149,60065,6,"Quebec",66,"QCL",17,"Boreal Shield East",37,"031-01","031-01",15,1271,"Managed Forest",121060.232431,320271310.857
150,150,60066,6,"Quebec",66,"QCL",17,"Boreal Shield East",38,"031-02","031-02",15,1272,"Managed Forest",213108.410297,1137484151.27
151,151,60067,6,"Quebec",66,"QCL",17,"Boreal Shield East",39,"031-03","031-03",15,1273,"Managed Forest",83111.8004788,283197957.548
152,152,60068,6,"Quebec",66,"QCL",17,"Boreal Shield East",40,"031-04","031-04",15,1274,"Managed Forest",263635.658304,1548423886.67
153,153,60069,6,"Quebec",66,"QCL",17,"Boreal Shield East",41,"031-07","031-07",15,1275,"Managed Forest",283078.334871,1379566118.87
154,154,60070,6,"Quebec",66,"QCL",17,"Boreal Shield East",42,"033-30","033-30",15,1276,"Managed Forest",818338.020689,3985780362.18
155,155,60071,6,"Quebec",66,"QCL",17,"Boreal Shield East",47,"041-01","041-01",15,1277,"Managed Forest",558752.104494,3140354928.52
156,156,60072,6,"Quebec",66,"QCL",17,"Boreal Shield East",48,"041-02","041-02",15,1278,"Managed Forest",345750.467228,2238149110.22
157,157,60073,6,"Quebec",66,"QCL",17,"Boreal Shield East",49,"042-01","042-01",15,1279,"Managed Forest",721856.963399,3540217086.47
158,158,60074,6,"Quebec",66,"QCL",17,"Boreal Shield East",50,"042-02","042-02",15,1280,"Managed Forest",697593.072403,5474675074.11
159,159,60075,6,"Quebec",66,"QCL",17,"Boreal Shield East",51,"042-03","042-03",15,1281,"Managed Forest",179338.659946,1126893589.22
160,160,60076,6,"Quebec",66,"QCL",17,"Boreal Shield East",52,"043-02","043-02",15,1282,"Managed Forest",463401.101486,4976360630.26
