"ID","OBJECTID","PSPU_ID","ProvinceID","ProvinceNa","ProjectID","ProjectNam","EcoBoundar","EcoBound_1","AdminBound","AdminBou_1","NFCMARS_Ad","Reconcilia","SPUGROUPID","ManagedFor","Shape_Leng","Shape_Area"
161,161,60077,6,"Quebec",66,"QCL",17,"Boreal Shield East",53,"043-03","043-03",15,1283,"Managed Forest",429812.01139,1864438658.23
162,162,60078,6,"Quebec",66,"QCL",17,"Boreal Shield East",54,"043-04","043-04",15,1284,"Managed Forest",309039.759959,3110010711.67
163,163,60079,6,"Quebec",66,"QCL",17,"Boreal Shield East",55,"043-20","043-20",15,1285,"Managed Forest",904502.955805,7875611183.74
164,164,60080,6,"Quebec",66,"QCL",17,"Boreal Shield East",57,"061-01","061-01",15,1286,"Managed Forest",352780.904875,568442478.966
165,165,60081,6,"Quebec",66,"QCL",17,"Boreal Shield East",58,"061-02","061-02",15,1287,"Managed Forest",315088.405142,1550185842.33
166,166,60082,6,"Quebec",66,"QCL",17,"Boreal Shield East",59,"062-01","062-01",15,1288,"Managed Forest",373380.435283,1107637949.62
167,167,60083,6,"Quebec",66,"QCL",17,"Boreal Shield East",60,"062-02","062-02",15,1289,"Managed Forest",458809.455386,4400977543.84
168,168,60084,6,"Quebec",66,"QCL",17,"Boreal Shield East",61,"064-01","064-01",15,1290,"Managed Forest",474133.443333,4177037397.92
169,169,60085,6,"Quebec",66,"QCL",17,"Boreal Shield East",62,"064-02","064-02",15,1291,"Managed Forest",522025.731617,1987733545.03
170,170,60086,6,"Quebec",66,"QCL",17,"Boreal Shield East",63,"064-03","064-03",15,1292,"Managed Forest",644445.964149,6402837158.43
171,171,60087,6,"Quebec",66,"QCL",17,"Boreal Shield East",64,"071-01","071-01",15,1293,"Managed Forest",331513.215514,3306787987.72
172,172,60088,6,"Quebec",66,"QCL",17,"Boreal Shield East",65,"071-04","071-04",15,1294,"Managed Forest",385310.807774,998077883.066
173,173,60089,6,"Quebec",66,"QCL",17,"Boreal Shield East",66,"071-20","071-20",15,1295,"Managed Forest",279144.786202,2581733219.21
174,174,60090,6,"Quebec",66,"QCL",17,"Boreal Shield East",67,"071-21","071-21",15,1296,"Managed Forest",268454.782713,1706757783.9
175,175,60091,6,"Quebec",66,"QCL",17,"Boreal Shield East",68,"072-01","072-01",15,1297,"Managed Forest",292128.224272,362034020.265
176,176,60092,6,"Quebec",66,"QCL",17,"Boreal Shield East",69,"072-02","072-02",15,1298,"Managed Forest",251844.470347,990794166.149
177,177,60093,6,"Quebec",66,"QCL",17,"Boreal Shield East",70,"072-03","072-03",15,1299,"Managed Forest",80209.6666284,156482189.334
178,178,60094,6,"Quebec",66,"QCL",17,"Boreal Shield East",71,"073-01","073-01",15,1300,"Managed Forest",932602.756416,13200399425.4
179,179,60095,6,"Quebec",66,"QCL",17,"Boreal Shield East",72,"073-02","073-02",15,1301,"Managed Forest",779276.890565,4495260569.35
180,180,60096,6,"Quebec",66,"QCL",17,"Boreal Shield East",73,"074-02","074-02",15,1302,"Managed Forest",253073.129674,1950087369.4
181,181,60097,6,"Quebec",66,"QCL",17,"Boreal Shield East",74,"081-21","081-21",15,1303,"Managed Forest",561023.958211,7808963489.86
182,182,60098,6,"Quebec",66,"QCL",17,"Boreal Shield East",75,"081-22","081-22",15,1304,"Managed Forest",363254.066253,4179946454.26
183,183,60099,6,"Quebec",65,"QCR",17,"Boreal Shield East",76,"082-01","082-01",15,2058,"Managed Forest",229675.506799,554342778.132
184,184,60100,6,"Quebec",65,"QCR",17,"Boreal Shield East",77,"082-85","082-85abc",15,2059,"Managed Forest",1477853.15747,6399657139.23
185,185,60101,6,"Quebec",65,"QCR",17,"Boreal Shield East",78,"083-87","dont know",15,2060,"Managed Forest",1960844.14989,20351156702.4
186,186,60102,6,"Quebec",65,"QCR",17,"Boreal Shield East",79,"084-03","084-03",15,2061,"Managed Forest",594368.635609,4179523642.14
187,187,60103,6,"Quebec",65,"QCR",17,"Boreal Shield East",80,"084-04","084-04",15,2062,"Managed Forest",137646.194202,662294568.428
188,188,60104,6,"Quebec",65,"QCR",17,"Boreal Shield East",81,"084-20","084-20",15,2063,"Managed Forest",1070994.51411,6258436764.44
189,189,60105,6,"Quebec",65,"QCR",17,"Boreal Shield East",82,"085-20","085-20",15,2064,"Managed Forest",1148833.71949,9725959168.6
190,190,60106,6,"Quebec",65,"QCR",17,"Boreal Shield East",83,"086-01","086-01",15,2065,"Managed Forest",491043.510447,1985425638.44
191,191,60107,6,"Quebec",65,"QCR",17,"Boreal Shield East",84,"086-03","dont know",15,2066,"Managed Forest",595124.762798,1719710186.69
192,192,60108,6,"Quebec",65,"QCR",17,"Boreal Shield East",85,"086-10","086-10",15,2067,"Managed Forest",400671.834,1556111308.01
193,193,60109,6,"Quebec",65,"QCR",17,"Boreal Shield East",86,"086-20","086-20",15,2068,"Managed Forest",1333600.654,9260798374.29
194,194,60110,6,"Quebec",65,"QCR",17,"Boreal Shield East",87,"086-21","086-21",15,2069,"Managed Forest",591801.773397,3839050442.26
195,195,60111,6,"Quebec",65,"QCR",17,"Boreal Shield East",88,"086-22","086-22",15,2070,"Managed Forest",417154.253665,1221012471.45
196,196,60112,6,"Quebec",65,"QCR",17,"Boreal Shield East",89,"086-23","086-23",15,2071,"Managed Forest",598200.415358,1738339565.86
197,197,60113,6,"Quebec",65,"QCR",17,"Boreal Shield East",90,"086-24","dont know",15,2072,"Managed Forest",610956.22433,2053592343.24
198,198,60114,6,"Quebec",65,"QCR",17,"Boreal Shield East",91,"087-04","087-04",15,2073,"Managed Forest",565645.291394,3829751469.17
199,199,60115,6,"Quebec",65,"QCR",17,"Boreal Shield East",92,"087-20","087-20",15,2074,"Managed Forest",688201.798461,6441985234.21
200,200,60116,6,"Quebec",65,"QCR",17,"Boreal Shield East",93,"090-30","090-30",15,2075,"Managed Forest",889460.626454,11044436825
201,201,60117,6,"Quebec",65,"QCR",17,"Boreal Shield East",94,"092-01","092-01",15,2076,"Managed Forest",511293.278896,3964658549.17
202,202,60118,6,"Quebec",65,"QCR",17,"Boreal Shield East",95,"093-01","093-01",15,2077,"Managed Forest",1408591.425,19538393062.7
203,203,60119,6,"Quebec",65,"QCR",17,"Boreal Shield East",96,"093-02","093-02",15,2078,"Managed Forest",333959.425542,1913211873.31
204,204,60120,6,"Quebec",65,"QCR",17,"Boreal Shield East",97,"093-20","093-20",15,2079,"Managed Forest",1015884.55962,14498541548.4
205,205,60122,6,"Quebec",65,"QCR",17,"Boreal Shield East",99,"094-20","dont know",15,2081,"Managed Forest",1592937.58081,25992322945.5
206,206,60123,6,"Quebec",65,"QCR",17,"Boreal Shield East",100,"095-01","095-01",15,2082,"Managed Forest",430856.420737,2894056455.49
207,207,60124,6,"Quebec",65,"QCR",17,"Boreal Shield East",114,"Abitibi (08-2)","ABITIBI",15,2083,"Managed Forest",2258032.76228,10153336883.2
208,208,60126,6,"Quebec",65,"QCR",17,"Boreal Shield East",119,"Côte-Nord (09-1)","COTE-NORD",15,2085,"Managed Forest",1708979.21741,5050563885.83
209,209,60128,6,"Quebec",65,"QCR",17,"Boreal Shield East",124,"Lac-Saint-Jean ( 02-2)","LAC ST-JEAN",15,2087,"Managed Forest",922163.824745,6412566375.42
210,210,60129,6,"Quebec",66,"QCL",17,"Boreal Shield East",125,"Lanaudière (14-1)","LANAUDIERE",15,1335,"Managed Forest",676385.872306,4967644872.91
211,211,60130,6,"Quebec",66,"QCL",17,"Boreal Shield East",126,"Laurentides (15-1)","LAURENTIDES",15,1336,"Managed Forest",1397967.62315,8515941424.62
212,212,60131,6,"Quebec",66,"QCL",17,"Boreal Shield East",127,"Mauriciennes (04-1)","MAURICIE",15,1337,"Managed Forest",1786496.96314,10617807767.4
213,213,60133,6,"Quebec",66,"QCL",17,"Boreal Shield East",130,"Outaouaises (07-1)","dont know",15,1339,"Managed Forest",1646705.89444,9359587117.17
214,214,60134,6,"Quebec",66,"QCL",17,"Boreal Shield East",131,"Québec 03 (03-1)","QUEBEC",15,1340,"Managed Forest",1341961.74905,9132972900.57
215,215,60135,6,"Quebec",65,"QCR",17,"Boreal Shield East",132,"Saguenay (02-1)","SAGUENAY",15,2094,"Managed Forest",1115742.42615,5727119404.35
216,216,60137,6,"Quebec",66,"QCL",17,"Boreal Shield East",134,"Témiscamingue (08-1)","TEMISCAMINGUE",15,1343,"Managed Forest",600470.239424,2458752449.8
217,217,60140,6,"Quebec",64,"QCG",8,"Mixedwood Plains",45,"034-20","034-20",12,1388,"Managed Forest",74527.3693571,141331311.41
218,218,60143,6,"Quebec",64,"QCG",8,"Mixedwood Plains",117,"Bois-Francs (17-1)","BOIS-FRANCS",12,1391,"Managed Forest",462701.893383,6982828931.98
219,219,60149,6,"Quebec",64,"QCG",8,"Mixedwood Plains",128,"Montérégie (16-1)","MONTEREGIE",12,1397,"Managed Forest",617068.822572,12848860318.9
220,220,70001,7,"Ontario",72,"ONE",17,"Boreal Shield East",1,"12","MU 12 FMS 2",19,6100,"Managed Forest",645988.375215,11865576325.7
221,221,70002,7,"Ontario",72,"ONE",17,"Boreal Shield East",4,"140","MU 140 FMS 2",19,6101,"Managed Forest",541290.794698,9741304272.64
222,222,70003,7,"Ontario",72,"ONE",17,"Boreal Shield East",5,"150","MU 150 FMS 2",19,6102,"Managed Forest",906134.026908,5693317551.28
223,223,70004,7,"Ontario",72,"ONE",17,"Boreal Shield East",9,"210","MU 210 FMS 2",19,6103,"Managed Forest",621204.011154,12964568827.7
224,224,70005,7,"Ontario",72,"ONE",17,"Boreal Shield East",10,"220","MU 220 FMS 2",19,6104,"Managed Forest",646113.819585,9908659473.09
225,225,70006,7,"Ontario",72,"ONE",17,"Boreal Shield East",15,"360","MU 360 FMS 2",19,6105,"Managed Forest",1105045.10178,12898064231.7
226,226,70007,7,"Ontario",72,"ONE",17,"Boreal Shield East",16,"370","MU 370 FMS 2",19,6106,"Managed Forest",378281.802255,2567569004.67
227,227,70008,7,"Ontario",72,"ONE",17,"Boreal Shield East",17,"375","MU 375 FMS 2",19,6107,"Managed Forest",1066973.04787,12995642568.6
228,228,70009,7,"Ontario",72,"ONE",17,"Boreal Shield East",18,"390","MU 390 FMS 2",19,6108,"Managed Forest",438745.621167,4482577401.16
229,229,70010,7,"Ontario",72,"ONE",17,"Boreal Shield East",19,"40","MU 40 FMS 2",19,6109,"Managed Forest",585731.554057,5339231794.88
230,230,70011,7,"Ontario",72,"ONE",17,"Boreal Shield East",22,"438","MU 438 FMS 2",19,6110,"Managed Forest",808412.834568,20061216415.9
231,231,70012,7,"Ontario",72,"ONE",17,"Boreal Shield East",24,"448","MU 448 FMS 2",19,6111,"Managed Forest",808492.320702,8856971857.62
232,232,70013,7,"Ontario",72,"ONE",17,"Boreal Shield East",25,"451","MU 451 FMS 2",19,6112,"Managed Forest",476052.990405,7629665354.9
233,233,70014,7,"Ontario",72,"ONE",17,"Boreal Shield East",27,"508","MU 508 FMS 2",19,6113,"Managed Forest",861336.111041,9405769634.59
234,234,70015,7,"Ontario",72,"ONE",17,"Boreal Shield East",29,"565","MU 565 FMS 2",19,6114,"Managed Forest",396709.49393,4404378747.39
235,235,70016,7,"Ontario",72,"ONE",17,"Boreal Shield East",30,"60","MU 60 FMS 2",19,6115,"Managed Forest",518026.468867,6165243750.98
236,236,70017,7,"Ontario",72,"ONE",17,"Boreal Shield East",31,"601","MU 601 FMS 2",19,6116,"Managed Forest",952116.831197,15212191473.8
237,237,70018,7,"Ontario",72,"ONE",17,"Boreal Shield East",32,"610","MU 610 FMS 2",19,6117,"Managed Forest",728017.66914,12074875922.2
238,238,70019,7,"Ontario",72,"ONE",17,"Boreal Shield East",34,"67","MU 67 FMS 2",19,6118,"Managed Forest",517944.103994,6577730966.82
239,239,70020,7,"Ontario",72,"ONE",17,"Boreal Shield East",35,"680","MU 680 FMS 2",19,6119,"Managed Forest",1025798.37746,12859767941.1
240,240,70021,7,"Ontario",72,"ONE",17,"Boreal Shield East",37,"754","MU 754 FMS 2",19,6120,"Managed Forest",596805.371201,11478953161.8
241,241,70022,7,"Ontario",72,"ONE",17,"Boreal Shield East",38,"765","MU 765 FMS 2",19,6121,"Managed Forest",629234.532777,6447200711.16
242,242,70023,7,"Ontario",72,"ONE",17,"Boreal Shield East",39,"780","MU 780 FMS 2",19,6122,"Managed Forest",633928.31716,8062736172.94
243,243,70024,7,"Ontario",72,"ONE",17,"Boreal Shield East",44,"868","MU 868 FMS 2",19,6123,"Managed Forest",314024.619942,3323384884.98
244,244,70025,7,"Ontario",72,"ONE",17,"Boreal Shield East",45,"889","MU 889 FMS 2",19,6124,"Managed Forest",855836.575531,10326676583.3
245,245,70026,7,"Ontario",72,"ONE",17,"Boreal Shield East",46,"898","MU 898 FMS 2",19,6125,"Managed Forest",499074.512995,6345506625.09
246,246,70027,7,"Ontario",72,"ONE",17,"Boreal Shield East",47,"930","MU 930 FMS 2",19,6126,"Managed Forest",620247.556466,6303089614.64
247,247,70028,7,"Ontario",72,"ONE",17,"Boreal Shield East",48,"949","MU 949 FMS 2",19,6127,"Managed Forest",759236.125307,7124970113.19
248,248,70029,7,"Ontario",72,"ONE",15,"Hudson Plains",52,"FMS 3","dont know",18,6128,"Managed Forest",919729.703041,4256618433.88
249,249,70031,7,"Ontario",72,"ONE",17,"Boreal Shield East",52,"FMS 3","dont know",19,6130,"Managed Forest",1977743.8104,6647092804.48
250,250,70033,7,"Ontario",71,"ONW",6,"Boreal Shield West",2,"120","MU 120 FMS 2",16,700,"Managed Forest",799290.588173,10324625278.6
251,251,70034,7,"Ontario",71,"ONW",6,"Boreal Shield West",3,"130","MU 130 FMS 2",16,701,"Managed Forest",1578316.53913,7332575643.36
252,252,70035,7,"Ontario",71,"ONW",6,"Boreal Shield West",6,"175","MU 175 FMS 2",16,702,"Managed Forest",564004.663719,7183134165.99
253,253,70036,7,"Ontario",71,"ONW",6,"Boreal Shield West",7,"177","MU 177 FMS 2",16,703,"Managed Forest",502422.819488,10657885980.6
254,254,70037,7,"Ontario",71,"ONW",6,"Boreal Shield West",8,"178","MU 178 FMS 2",16,704,"Managed Forest",705150.686678,7752373804.55
255,255,70038,7,"Ontario",71,"ONW",6,"Boreal Shield West",11,"230","MU 230 FMS 2",16,705,"Managed Forest",1068575.44838,11937632132.1
256,256,70039,7,"Ontario",71,"ONW",6,"Boreal Shield West",12,"260","MU 260 FMS 2",16,706,"Managed Forest",555928.781117,11997397003.1
257,257,70040,7,"Ontario",71,"ONW",6,"Boreal Shield West",13,"30","MU 30 FMS 2",16,707,"Managed Forest",788632.930736,8097900807.39
258,258,70041,7,"Ontario",71,"ONW",6,"Boreal Shield West",14,"350","MU 350 FMS 2",16,708,"Managed Forest",1165671.12318,19794710090.8
259,259,70042,7,"Ontario",71,"ONW",6,"Boreal Shield West",20,"405","MU 405 FMS 2",16,709,"Managed Forest",1051363.38852,15946199571.4
260,260,70043,7,"Ontario",71,"ONW",6,"Boreal Shield West",21,"415","MU 415 FMS 2",16,710,"Managed Forest",1016481.51079,10915295480.6
261,261,70044,7,"Ontario",71,"ONW",6,"Boreal Shield West",23,"444","MU 444 FMS 2",16,711,"Managed Forest",579425.008199,7165821026.66
262,262,70045,7,"Ontario",71,"ONW",6,"Boreal Shield West",26,"490","MU 490 FMS 2",16,712,"Managed Forest",1194649.83784,10643190607.5
263,263,70046,7,"Ontario",71,"ONW",6,"Boreal Shield West",28,"535","MU 535 FMS 2",16,713,"Managed Forest",906568.191831,3073810171.78
264,264,70047,7,"Ontario",71,"ONW",6,"Boreal Shield West",33,"644","MU 644 FMS 2",16,714,"Managed Forest",1203750.36226,12256603657.7
265,265,70048,7,"Ontario",71,"ONW",6,"Boreal Shield West",36,"702","MU 702 FMS 2",16,715,"Managed Forest",1824994.11821,11070236211.2
266,266,70049,7,"Ontario",71,"ONW",6,"Boreal Shield West",40,"796","dont know",16,716,"Managed Forest",1088213.29067,7879429353.25
267,267,70050,7,"Ontario",71,"ONW",6,"Boreal Shield West",41,"840","MU 840 FMS 2",16,717,"Managed Forest",359312.086818,3158548665.06
268,268,70051,7,"Ontario",71,"ONW",6,"Boreal Shield West",42,"851","MU 851 FMS 2",16,718,"Managed Forest",271489.831744,2412215835.93
269,269,70052,7,"Ontario",71,"ONW",6,"Boreal Shield West",43,"853","MU 853 FMS 2",16,719,"Managed Forest",313433.316631,3016712725.71
270,270,70055,7,"Ontario",71,"ONW",6,"Boreal Shield West",52,"FMS 3","Boreal shield west FMS 3",16,722,"Managed Forest",4051168.60333,54734074104.3
271,271,70062,7,"Ontario",72,"ONE",8,"Mixedwood Plains",52,"FMS 2","Mixedwood plains FMS 2",17,6161,"Managed Forest",4805783.93649,81226140231.9
272,272,80001,8,"Manitoba",8,"MB",9,"Boreal Plains",1,"1","1",23,140,"Managed Forest",721095.160804,5481500765.67
273,273,80002,8,"Manitoba",8,"MB",9,"Boreal Plains",2,"10","10",23,141,"Managed Forest",1050548.66011,4334372309.15
274,274,80003,8,"Manitoba",8,"MB",9,"Boreal Plains",3,"11","11",23,142,"Managed Forest",540283.49904,8096638701.79
275,275,80004,8,"Manitoba",8,"MB",9,"Boreal Plains",4,"12","12",23,143,"Managed Forest",470534.62576,8601895494.83
276,276,80005,8,"Manitoba",8,"MB",9,"Boreal Plains",5,"13","13",23,144,"Managed Forest",327869.384937,3705415421.51
277,277,80006,8,"Manitoba",8,"MB",9,"Boreal Plains",6,"14","14",23,145,"Managed Forest",204762.713585,2079484601.03
278,278,80007,8,"Manitoba",8,"MB",9,"Boreal Plains",7,"20","20",23,146,"Managed Forest",296660.113953,371743994.785
279,279,80008,8,"Manitoba",8,"MB",9,"Boreal Plains",8,"23","23",23,147,"Managed Forest",206695.254864,562470176.861
280,280,80009,8,"Manitoba",8,"MB",9,"Boreal Plains",11,"35","35",23,148,"Managed Forest",132960.716128,157905480.795
281,281,80010,8,"Manitoba",8,"MB",9,"Boreal Plains",14,"38","38",23,149,"Managed Forest",154691.335357,533486037.574
282,282,80011,8,"Manitoba",8,"MB",9,"Boreal Plains",15,"39","39",23,150,"Managed Forest",261149.008977,3500344741.48
283,283,80012,8,"Manitoba",8,"MB",9,"Boreal Plains",17,"40","40",23,151,"Managed Forest",335880.831261,4217311334.76
284,284,80013,8,"Manitoba",8,"MB",9,"Boreal Plains",18,"41","41",23,152,"Managed Forest",461197.285482,8969410929.62
285,285,80014,8,"Manitoba",8,"MB",9,"Boreal Plains",19,"42","42",23,153,"Managed Forest",578514.384778,8121655242.73
286,286,80015,8,"Manitoba",8,"MB",9,"Boreal Plains",20,"43","43",23,154,"Managed Forest",512400.411708,6687349069.33
287,287,80016,8,"Manitoba",8,"MB",9,"Boreal Plains",21,"45","45",23,155,"Managed Forest",484190.505559,8291964566.13
288,288,80017,8,"Manitoba",8,"MB",9,"Boreal Plains",22,"46","46",23,156,"Managed Forest",311670.52433,4183579183.5
289,289,80018,8,"Manitoba",8,"MB",9,"Boreal Plains",23,"47","47",23,157,"Managed Forest",467689.455918,6940701616.09
290,290,80019,8,"Manitoba",8,"MB",9,"Boreal Plains",24,"5","5",23,158,"Managed Forest",203720.775603,714667790.758
291,291,80020,8,"Manitoba",8,"MB",9,"Boreal Plains",25,"51","51",23,159,"Managed Forest",395669.71108,5892363529.72
292,292,80021,8,"Manitoba",8,"MB",9,"Boreal Plains",26,"52","52",23,160,"Managed Forest",359456.474395,5601965060.99
293,293,80022,8,"Manitoba",8,"MB",9,"Boreal Plains",27,"53","53",23,161,"Managed Forest",293821.022312,4754577082.59
294,294,80023,8,"Manitoba",8,"MB",9,"Boreal Plains",28,"54","54",23,162,"Managed Forest",273148.796991,3737258078.56
295,295,80024,8,"Manitoba",8,"MB",9,"Boreal Plains",29,"55","55",23,163,"Managed Forest",337189.988021,2960787565.81
296,296,80025,8,"Manitoba",8,"MB",9,"Boreal Plains",30,"56","56",23,164,"Managed Forest",328181.488604,3114422245.36
297,297,80026,8,"Manitoba",8,"MB",9,"Boreal Plains",31,"57","57",23,165,"Managed Forest",192707.713158,1489859345.19
298,298,80027,8,"Manitoba",8,"MB",9,"Boreal Plains",33,"60","60",23,166,"Managed Forest",196250.23142,682465410.179
299,299,80028,8,"Manitoba",8,"MB",9,"Boreal Plains",34,"61","61",23,167,"Managed Forest",159648.191302,429224536.685
300,300,80029,8,"Manitoba",8,"MB",9,"Boreal Plains",35,"62","62",23,168,"Managed Forest",38523.3497956,41968286.8159
301,301,80030,8,"Manitoba",8,"MB",9,"Boreal Plains",40,"7","7",23,169,"Managed Forest",291102.108832,1746000652.34
302,302,80031,8,"Manitoba",8,"MB",9,"Boreal Plains",41,"82","82",23,170,"Managed Forest",462564.337807,5872177893.86
303,303,80032,8,"Manitoba",8,"MB",9,"Boreal Plains",51,"Riding Mountain National Park of Canada","15",23,171,"Managed Forest",376402.827309,3077797873.3
304,304,80033,8,"Manitoba",8,"MB",6,"Boreal Shield West",1,"1","1",22,172,"Managed Forest",285054.505497,465704832.941
305,305,80034,8,"Manitoba",8,"MB",6,"Boreal Shield West",7,"20","20",22,173,"Managed Forest",579060.206269,8633573833.04
306,306,80035,8,"Manitoba",8,"MB",6,"Boreal Shield West",8,"23","23",22,174,"Managed Forest",347196.056049,2539852413.88
307,307,80036,8,"Manitoba",8,"MB",6,"Boreal Shield West",9,"30","30",22,175,"Managed Forest",327717.366328,3073480226.02
308,308,80037,8,"Manitoba",8,"MB",6,"Boreal Shield West",10,"31","31",22,176,"Managed Forest",457497.960223,8060346302.2
309,309,80038,8,"Manitoba",8,"MB",6,"Boreal Shield West",11,"35","35",22,177,"Managed Forest",531282.930868,6876362614.66
310,310,80039,8,"Manitoba",8,"MB",6,"Boreal Shield West",12,"36","36",22,178,"Managed Forest",380633.668433,2944901439.3
311,311,80040,8,"Manitoba",8,"MB",6,"Boreal Shield West",13,"37","37",22,179,"Managed Forest",369493.362291,6442231944.27
312,312,80041,8,"Manitoba",8,"MB",6,"Boreal Shield West",14,"38","38",22,180,"Managed Forest",305929.647109,4883484238.52
313,313,80042,8,"Manitoba",8,"MB",6,"Boreal Shield West",15,"39","39",22,181,"Managed Forest",326860.900626,5241711032.54
314,314,80043,8,"Manitoba",8,"MB",6,"Boreal Shield West",17,"40","40",22,182,"Managed Forest",129606.652497,78899735.4516
315,315,80044,8,"Manitoba",8,"MB",6,"Boreal Shield West",19,"42","42",22,183,"Managed Forest",68649.6261986,74926591.5114
316,316,80045,8,"Manitoba",8,"MB",6,"Boreal Shield West",28,"54","54",22,184,"Managed Forest",65885.1055308,65354242.4518
317,317,80046,8,"Manitoba",8,"MB",6,"Boreal Shield West",30,"56","56",22,185,"Managed Forest",59926.2159369,122739184.434
318,318,80047,8,"Manitoba",8,"MB",6,"Boreal Shield West",33,"60","60",22,186,"Managed Forest",233131.541708,1606155656.12
319,319,80048,8,"Manitoba",8,"MB",6,"Boreal Shield West",34,"61","61",22,187,"Managed Forest",252188.667404,2233565854.28
320,320,80049,8,"Manitoba",8,"MB",6,"Boreal Shield West",35,"62","62",22,188,"Managed Forest",412067.942893,3848775013.85
321,321,80050,8,"Manitoba",8,"MB",6,"Boreal Shield West",36,"63","63",22,189,"Managed Forest",294908.995486,4743832222.78
322,322,80051,8,"Manitoba",8,"MB",6,"Boreal Shield West",37,"64","64",22,190,"Managed Forest",394086.562776,8788670418.7
323,323,80052,8,"Manitoba",8,"MB",6,"Boreal Shield West",38,"65","65",22,191,"Managed Forest",335270.141991,6843944807.07
324,324,80053,8,"Manitoba",8,"MB",6,"Boreal Shield West",39,"66","66",22,192,"Managed Forest",355516.716207,7503443040.31
325,325,80054,8,"Manitoba",8,"MB",6,"Boreal Shield West",41,"82","82",22,193,"Managed Forest",562250.736475,8279419806.91
326,326,80055,8,"Manitoba",8,"MB",6,"Boreal Shield West",42,"83","83",22,194,"Managed Forest",429057.300103,6928688474.02
327,327,80056,8,"Manitoba",8,"MB",6,"Boreal Shield West",43,"84","84",22,195,"Managed Forest",330554.196899,4558011854.3
328,328,80057,8,"Manitoba",8,"MB",6,"Boreal Shield West",44,"85","85",22,196,"Managed Forest",313727.410954,3702804679.22
329,329,80058,8,"Manitoba",8,"MB",6,"Boreal Shield West",45,"86","86",22,197,"Managed Forest",430689.732925,6273417705.53
330,330,80059,8,"Manitoba",8,"MB",6,"Boreal Shield West",46,"87","87",22,198,"Managed Forest",373674.243686,4453488163.14
331,331,80060,8,"Manitoba",8,"MB",6,"Boreal Shield West",47,"88","88",22,199,"Managed Forest",292459.906591,3230027789.19
332,332,80061,8,"Manitoba",8,"MB",6,"Boreal Shield West",48,"89","89",22,200,"Managed Forest",312589.124727,5702943887.84
333,333,80062,8,"Manitoba",8,"MB",6,"Boreal Shield West",49,"94","94",22,201,"Managed Forest",156230.757421,1416390244.62
334,334,80067,8,"Manitoba",8,"MB",10,"Subhumid Prairies",1,"1","1",24,206,"Managed Forest",1574699.47422,56328448068.1
335,335,80068,8,"Manitoba",8,"MB",10,"Subhumid Prairies",2,"10","10",24,207,"Managed Forest",730039.847237,9661679301.76
336,336,80069,8,"Manitoba",8,"MB",10,"Subhumid Prairies",3,"11","11",24,208,"Managed Forest",38038.840997,42845060.1357
337,337,80070,8,"Manitoba",8,"MB",10,"Subhumid Prairies",5,"13","13",24,209,"Managed Forest",78122.3406542,64850797.2566
